	id	size	size	sex	height	weight	x2d	y2d	x3d	y3d	z3d
7622	134116	6	0.172414	M	174	69.0	0.746188	0.341647	22.854108850161737	-6.611053241932036	69.37954393272972
13115	134117	1	0.0	M	190	84.0	0.711936	0.824396	94.29311304710107	-79.13064753512202	82.92782369921477
14503	134118	9	0.275862	F	166	57.0	0.920369	0.451834	-27.716436517591134	-55.29322915518239	15.014501056896725
3254	134122	1	0.0	M			0.591205	0.659004	-93.2416548896746	-66.92335613945922	-1.8450057732964869
8570	134130	1	0.0	F	157	50.0	0.767352	0.668316	-95.74977550352818	-65.43943485549447	-4.408270406243132
6888	134141	2	0.034483	M	178	79.0	0.758001	0.625436	-95.75761314838482	-66.34862341051408	-3.2548305229652685
6079	134142	1	0.0	M	175	66.0	0.477265	0.760951	-95.76545079324144	-67.2578119655337	-2.1013906396874065
4547	134143	1	0.0	M			0.57341	0.704844	-94.57717553429677	-67.23397897627129	-1.1869958488912582
3740	134147	2	0.034483	M	179		0.322692	0.616682	-48.95988785281193	38.5374931516941	33.85791421249364
4548	134148	2	0.034483	M	179	85.0	0.57894	0.717643	-47.270175762579896	39.03751525125505	36.45407428528035
14504	134154	16	0.517241	F	168	66.0	0.49211	0.086086	-47.34847057306216	19.326518426077556	26.63285690275793
15949	134168	2	0.034483	M	186	95.0	0.622349	0.105521	-46.879846319255826	55.80170938157082	54.65524775155942
6080	134171	2	0.034483	M	178	78.0	0.575236	0.760504	-48.75536684588584	55.913725315899796	54.36371637104713
6889	134172	1	0.0	M			0.577827	0.766614	-45.19054106905182	55.985224283687025	57.106900743435574
10856	134179	1	0.0	F			0.507705	0.853331	-11.03512578452725	52.54874973395843	-1.6811217381782937
14505	134182	3	0.068966	M	176	71.0	0.400287	0.887921	5.270842405444157	14.390700724204237	-13.879496268061216
15950	134209	2	0.034483	M	179	76.0	0.203003	0.814622	-14.64888033949542	55.79061705627476	-9.548786033954354
704	134210	1	0.0	M			0.522867	0.550971	-19.714219155277885	79.59377839841218	-25.025993742965554
3255	134212	1	0.0	M			0.32012	0.483645	-21.29720470211524	84.1647071966185	-28.143813687824757
6890	134215	1	0.0	F	162	55.0	0.34054	0.288321	-19.49230381895683	34.07308392581806	-4.744774961138139
7623	134216	1	0.0	F			0.281076	0.314354	-19.944976938160348	36.81650406417569	-4.354077721943805
13116	134217	1	0.0	F	168	60.0	0.218755	0.765206	-59.125531782523666	1.9355497250144058	-2.606965936458746
15951	134219	2	0.034483	M	186	87.0	0.685073	0.884747	18.32902290305382	14.392205292632553	13.117285528290562
9553	134236	2	0.034483	M	177	80.0	0.166583	0.483879	-60.708592315727714	-1.4107823880313455	26.539499884412944
4549	134240	6	0.172414	M	162	70.0	0.36938	0.70454	-54.86689755354815	19.943291762390743	3.9209165044318595
705	134249	1	0.0	M			0.541845	0.492543	13.796341046463546	8.897449404016646	18.83013908847096
8571	134261	1	0.0	F	174	71.0	0.506954	0.815148	-46.532091774239746	76.44783737275813	9.798936103160408
3741	134268	3	0.068966	M	169	64.0	0.646819	0.384857	-37.02588970268237	76.6385012868574	17.114094429529583
15952	134270	1	0.0	M	175	62.0	0.904116	0.61898	-31.27095059712758	76.88055678009931	23.767367950741153
10857	134274	9	0.275862	F	178	76.0	0.261293	0.229039	-38.303138076495586	15.678261603939124	1.1883200455536083
10858	134275	2	0.034483	M	177	71.0	0.530386	0.855048	-41.19427616115285	34.98186931085958	10.350577930714806
13117	134276	1	0.0	M	183	91.0	0.684512	0.835376	-15.414867026557054	7.440861121796159	17.6848363428807
10859	134283	10	0.310345	F	170	57.0	0.85172	0.497356	2.710036281515977	34.404512690034565	-24.18052760605129
7624	134285	4	0.103448	M	180	75.0	0.426342	0.225278	12.206247855997091	45.5712966055446	-16.124181782848463
17384	134287	7	0.206897	F	170	60.0	0.946764	0.468868	-10.510439411167656	3.3688072009967556	-10.871655598606988
1474	134289	2	0.034483	M			0.554788	0.462937	-61.84386632835697	14.535348172593036	40.57936112603175
10860	134290	6	0.172414	F	158	65.0	0.273899	0.241976	-29.184876462954975	-10.156939788036011	22.43444360051768
13118	134294	3	0.068966	F	169	62.0	0.516695	0.136939	40.38951738764862	6.746938312833174	15.472281970892288
6891	134301	6	0.172414	M	178	72.0	0.236858	0.407457	-17.475259328122817	32.430866408915726	17.107429761046145
6892	134302	1	0.0	M	176	71.0	0.478256	0.779037	-44.71239309129635	47.77077118991756	61.38946275778242
6893	134305	4	0.103448	M	175	86.0	0.523384	0.784458	-73.00313923733458	-13.441509279891982	3.4596696987076996
18931	134308	2	0.034483	M	186	79.0	0.522808	0.954428	-93.94713710540967	-86.46410695589887	-43.47451273040636
18932	134310	1	0.0	F	172	67.0	0.855825	0.798408	-93.47328176255286	-86.80735972972373	-40.437408168545225
11727	134311	1	0.0	F	166	48.0	0.818124	0.677736	-89.90845598571885	-86.73586076193651	-37.694223796156784
10861	134326	2	0.034483	M	186	88.0	0.69129	0.795448	-0.6438812767827748	44.602527457045056	-19.231577866218068
13119	134327	1	0.0	M	174	79.0	0.708723	0.811721	17.003444101327617	10.786479798507369	-69.10145789302108
1475	134330	1	0.0	M			0.576779	0.483248	16.81737676672997	11.197104161296089	-66.88878825223519
13120	134331	2	0.034483	M	185	72.0	0.368019	0.16168	17.318406757989305	11.356786074149882	-65.35153005115518
17385	134340	1	0.0	M	175	60.0	0.20156	0.82032	17.81943674924863	11.516467987003676	-63.81427185007517
6894	134346	1	0.0	M	180	78.0	0.624955	0.747177	16.229445095712094	12.30196239252789	-60.14921683619876
18933	134347	4	0.103448	M	200	95.0	0.099036	0.253229	-68.89806390950862	-7.681408606896204	-5.181088223437082
6895	134378	1	0.0	F	170	64.0	0.232293	0.577357	-44.73702841877781	57.83697044976391	40.622561671570196
15953	134389	8	0.241379	F	167	61.0	0.200241	0.20635	9.180882414252618	-34.584470448618625	-19.392899980752716
3256	134390	1	0.0	M			0.5723	0.665984	-61.50963430105026	28.934669534126897	43.92567643113101
14506	134391	4	0.103448	M	183	86.0	0.675527	0.891956	-72.80320196539911	1.7118050099311959	24.66152542790381
903	134393	1	0.0	M			0.543646	0.466051	-62.2170643640939	-6.403778701487915	41.61987352832475
18934	134402	1	0.0	M	180	79.0	0.947402	0.600365	18.40329138027566	8.063155611289483	-80.74563806607263
10862	134413	3	0.068966	M	186	91.0	0.703314	0.816133	37.294597837547386	-19.085324486996942	-54.23515061446046
17386	134424	1	0.0	F	170	61.0	0.61559	0.924544	-91.82262563434867	-87.72292533847401	-42.325577771415546
8572	134432	1	0.0	F	161	53.0	0.801412	0.425445	-92.00906282351724	-87.60003479154416	-40.24427820418472
15954	134434	8	0.241379	M	175	71.0	0.465881	0.170395	34.77059526487119	-15.298253032016794	9.92427469268377
14507	134439	3	0.068966	F	167	48.0	0.892379	0.661082	85.90284001156981	-10.849932975311694	78.0469136546417
18935	134446	1	0.0	F	155	46.0	0.917379	0.698339	85.11065650560668	-10.865821634819966	77.43731712744427
14508	134461	7	0.206897	M	181	72.0	0.910879	0.679808	1.975040717466795	9.352029597817786	21.62319105446149
18936	134463	4	0.103448	F	174	65.0	0.039025	0.590763	-9.952223014391649	7.8790784100130935	50.34028185498457
11728	134465	1	0.0	M			0.414347	0.857434	-35.852057155656205	21.1812836981143	56.33170356719613
17387	134469	1	0.0	F	160	58.0	0.34825	0.911891	-75.35903970487189	20.281589462729627	29.511677019014083
13121	134481	2	0.034483	F	166	56.0	0.602801	0.874274	-81.30041599959523	20.16242451641758	24.939703065033342
18937	134492	2	0.034483	F	153	43.0	0.907902	0.712896	-56.04296071444412	23.119980097516326	44.577539295800925
13122	134493	1	0.0	F	166	57.0	0.600695	0.866213	-86.23973231179993	20.362623395813113	23.442245513212615
7625	134501	1	0.0	F			0.213711	0.582613	-84.25789208180328	25.005051161806634	23.067609940741846
11729	134519	3	0.068966	M	176	76.0	0.881039	0.607105	-95.85304273011901	-67.13500999135222	-10.149781608883428
9554	134534	4	0.103448	F	169	64.0	0.159172	0.564043	-78.70327872103965	-34.14387410859959	15.946874998201931
14509	134535	6	0.172414	M	175	70.0	0.606211	0.233091	-95.82275397537909	-62.5894988660545	-11.412378221037917
15955	134545	3	0.068966	F	172	70.0	0.060338	0.57105	-47.199088987635484	-47.84689298005966	-8.757652857876643
17388	134546	1	0.0	F	162	58.0	0.618073	0.923163	55.07887996520975	-25.74057698299651	-3.5723819445312754
14510	134551	1	0.0	F	167	56.0	0.85622	0.69096	52.70232944732041	-25.788242961521334	-5.401171526123569
14511	134557	1	0.0	F	166		0.880465	0.627511	-50.40048787696674	36.508945758913775	28.54657978828255
14512	134569	4	0.103448	F	168	63.0	0.093732	0.571801	-46.084449982357576	36.561007161708716	33.47741839609145
18938	134578	2	0.034483	F	165	56.0	0.871091	0.785207	-42.63937366698791	54.1655834463521	32.25812060823425
18939	134591	7	0.206897	F	163	55.0	0.493077	0.055885	-68.5910875881883	-10.491112150231695	-1.5452375395782514
10863	134593	5	0.137931	F	171	60.0	0.372901	0.835045	-84.78033566928647	-46.02097234519757	-13.936927933041105
18940	134606	2	0.034483	M	172	68.0	0.180505	0.839297	-71.45060657524017	16.614197485979677	-4.254058112548918
18941	134619	2	0.034483	M	177	70.0	0.069185	0.359455	-17.570055343834984	44.50682103813287	-11.909446369716001
15956	134627	2	0.034483	M	180	80.0	0.130536	0.717137	-16.909578185131526	15.882776517318842	-1.6592392406982315
9555	134628	2	0.034483	M			0.830995	0.593899	-2.0522040986008374	29.9216480611521	-13.134095300153106
11730	134638	1	0.0	F			0.817607	0.674824	-94.5842282322096	-72.13205448668594	9.730558239656421
13123	134641	4	0.103448	M	177	75.0	0.879957	0.659426	34.65007028188046	-14.147778606898997	-11.608705257752916
9556	134650	2	0.034483	M			0.719472	0.268602	12.58508852599969	-2.8985873026002493	-54.97456147169805
17389	134657	1	0.0	F	162	53.0	0.335836	0.907842	-99.17008027354298	-25.868203501528022	-48.86375940073246
8573	134662	2	0.034483	M	172	71.0	0.222871	0.656811	-39.3579521390255	-24.145777972000324	-20.985541125479017
7626	134670	3	0.068966	M			0.251615	0.66011	-8.88103442780703	57.591847812744994	-3.6552098303927205
8574	134671	2	0.034483	M			0.807652	0.605602	12.326094632461096	41.922681778814386	-31.290890385787165
18942	134673	1	0.0	F	175	70.0	0.049599	0.602376	-97.12703474293919	-47.316732835012104	-25.430514449183917
18943	134688	2	0.034483	M	170	75.0	0.257909	0.887732	54.149376955577274	-27.88522512427139	1.1126601119275392
15957	134689	3	0.068966	M	172	56.0	0.281421	0.862032	45.037633435659096	-39.01140166366873	21.156063782003276
14513	134693	4	0.103448	M	178	70.0	0.300864	0.857746	87.61659916304755	-60.756541354534725	42.33141704939458
14514	134694	2	0.034483	F	168	60.0	0.899465	0.602132	90.18875541677664	-89.28141306277529	63.5585588058939
5388	134705	4	0.103448	M	178	78.0	0.360004	0.707514	89.81112478473537	-87.40169254538148	66.379255007979
1476	134709	2	0.034483	M			0.551606	0.457507	-26.508036374293024	85.01307284086013	-1.2262182820351675
15958	134710	4	0.103448	F	167	63.0	0.178319	0.794285	-65.96854965770899	5.10667729623524	-7.353809925524743
9557	134718	8	0.241379	M	186	95.0	0.202156	0.677865	-59.56537455275466	27.13566141619798	39.48154852207544
17390	134744	3	0.068966	M	188	75.0	0.919963	0.664681	36.03606396828764	-30.39231551948414	-50.98015221236821
15959	134747	1	0.0	M	182	81.0	0.5238	0.918396	37.479453867531475	-25.972830334296102	-49.2546394199557
18944	134753	1	0.0	M	177		0.930207	0.660604	36.55431880051526	-29.059837848537644	-48.70008410804314
18945	134754	2	0.034483	F	165		0.922374	0.678532	88.79081011875388	-88.0374046025349	68.14097096008209
15960	134757	3	0.068966	M	178	70.0	0.128375	0.721496	91.69947582124968	-87.84094734178264	71.16451448400107
7627	134762	2	0.034483	M	183	79.0	0.237374	0.378197	86.89183989792724	-67.16315592646212	51.45083189413055
10864	134767	2	0.034483	M	178	77.0	0.710051	0.803343	34.083715581026176	7.196352600668071	39.83976756867183
6896	134771	2	0.034483	M	190	89.0	0.597023	0.771991	-3.3570114082617835	-67.25152745473966	26.423604097845022
17391	134821	3	0.068966	F	162	60.0	0.943532	0.604259	-78.40518471901645	-18.63521330444239	-1.239505834238635
17392	134824	8	0.241379	F	165	62.0	0.351751	0.926311	-27.191280869445603	23.0608606070833	5.624974014633585
8575	134836	2	0.034483	M	176	58.0	0.717846	0.296341	-58.568786626683426	0.9944147946405408	33.70950773191775
3742	134875	1	0.0	F			0.679084	0.587812	-82.42721451650442	0.809387335544363	16.567357758454257
3743	134876	1	0.0	M			0.679825	0.590591	-74.21711937333555	0.4523883078673654	24.11045320133223
4550	134877	2	0.034483	F	156	52.0	0.705871	0.600704	-80.15849566805892	0.3332233615553153	19.538479247351496
11731	134879	2	0.034483	M	187	90.0	0.642167	0.184675	-76.79071963280349	-31.398638346366205	28.69431849842315
15961	134880	1	0.0	M	192	87.0	0.70378	0.870889	-79.76140778016517	-31.45822081952223	26.408331521432785
18946	134885	4	0.103448	F	168	55.0	0.956626	0.456381	6.650573995413188	-12.221139303102454	-9.16987296246883
10865	134888	2	0.034483	M	176	70.0	0.836567	0.624445	89.89146605465073	-83.09467601044898	65.10688013096244
18947	134892	2	0.034483	M	172	64.0	0.377789	0.940884	89.70525077822472	-82.7991451740038	67.2670017423263
14515	134901	1	0.0	M	190	96.0	0.632439	0.138936	92.35793164045359	-81.08508489142834	70.89981323519314
13124	134902	2	0.034483	M	193	98.0	0.789037	0.766146	62.19405089826192	-55.63448825567173	3.3133590969325972
2090	134910	1	0.0	M			0.569264	0.623194	33.218445415014905	-30.160058630652696	-63.3587002505318
7628	134917	1	0.0	M			0.252069	0.351276	34.143580482031126	-27.073051116411154	-63.91325556244436
3257	134919	1	0.0	M			0.38143	0.642904	36.91484128781315	-31.620146925355037	-59.881040826789004
15962	134923	2	0.034483	M	186	82.0	0.21084	0.803354	35.27735850234238	-28.17018102684959	-60.05171607950797
15963	134924	3	0.068966	M	180	85.0	0.802501	0.821544	53.753036877281126	-44.22372166103916	-30.08525046149704
6897	134926	1	0.0	M	172	68.0	0.450137	0.242654	85.68815239945148	-73.36296036148882	24.721151508631536
15964	134927	1	0.0	M	178	78.0	0.730107	0.85575	89.47630893709605	-51.38145262302014	49.47163566099302
10866	134928	2	0.034483	F	173	61.0	0.366379	0.832454	87.00646585370824	-51.4252200912518	48.65722184830514
14516	134929	1	0.0	F	166	55.0	0.593747	0.888238	-51.47721837104191	41.190172094287895	61.37189287534022
4551	134936	1	0.0	M	176	70.0	0.634692	0.683414	5.630800731931355	22.755958773790933	-68.97028486754606
17393	134939	4	0.103448	F	154	47.0	0.92872	0.683181	-67.04477470485499	5.780239037054221	33.00636066738466
15965	134943	1	0.0	M	180	85.0	0.692658	0.871647	-78.11571052862936	-41.0834055888404	21.774212892951848
1477	134950	1	0.0	M			0.54227	0.584238	91.49632136073596	-77.82850017425942	74.35431091013486
10867	134961	7	0.206897	M	181	79.0	0.403481	0.170636	51.26426961571484	-40.694593303103986	-10.743236775411175
11732	134962	13	0.413793	M	183	90.0	0.398747	0.140971	9.713361608244838	-2.920573192799487	8.91787802407899
5389	134968	1	0.0	M	193	91.0	0.650861	0.695737	54.63823297710785	-39.28263517332146	-39.077856439445775
6081	134969	2	0.034483	M	173	72.0	0.635189	0.730407	54.15209928484609	-26.074989993744403	0.6840949338599811
9558	134979	6	0.172414	M			0.72673	0.282013	-7.207479548016537	11.336880162245528	-20.856132336671205
10868	134981	8	0.241379	F	163	57.0	0.131814	0.549399	-49.58501404662393	4.682109202668393	7.092318372451988
14517	134987	3	0.068966	F	170	56.0	0.484211	0.113679	12.907139160420941	-8.40034183551232	-54.63762450264199
3258	135000	2	0.034483	M			0.330804	0.46095	-38.856439452977135	17.24287288417517	-6.126744279272291
5390	135002	1	0.0	F	170	49.0	0.709452	0.620805	87.80136351379734	-78.12265361664858	72.83270036409004
15966	135007	3	0.068966	M	186	79.0	0.357613	0.122243	89.26207323859948	-77.24442810681028	73.94302068668365
5391	135008	2	0.034483	M	173	82.0	0.583616	0.736436	89.97704869494405	-78.39350540924326	76.91015667338024
5392	135014	6	0.172414	M	178	75.0	0.573851	0.273618	51.18928921097748	-28.554594251237074	-7.120632458425953
14518	135015	1	0.0	M	183	83.0	0.862798	0.676039	5.626462212579824	20.827225581264226	-71.73695112183502
4552	135020	3	0.068966	F			0.350977	0.358331	61.99939005955943	-45.47276061522026	9.426193578586338
4553	135021	3	0.068966	M	180	80.0	0.277175	0.480386	61.36869103093242	1.9584491038207048	47.053630311564234
3744	135022	1	0.0	M			0.301349	0.492062	86.36791316197736	-16.40849505359583	73.7457980464467
4554	135027	8	0.241379	M	185	80.0	0.283307	0.615032	-60.13812646656072	-20.06781769329606	-3.2458603042480947
4555	135031	1	0.0	M	181	75.0	0.597096	0.693592	-59.89041915593337	13.485788023311393	13.720439069552505
18948	135033	1	0.0	F	165	61.0	0.847139	0.797844	-96.62691908244267	-23.027061745811547	-54.99764651078199
10869	135034	6	0.172414	M	191	105.0	0.630338	0.160839	62.77146471196912	-61.273279911098285	65.50026467830965
4556	135040	3	0.068966	M	185	86.0	0.578267	0.304928	-91.5210416644767	-77.52219434304494	-35.050902458984915
7629	135047	8	0.241379	M	183	68.0	0.749053	0.34607	-92.85623460017217	-73.79675459641896	-35.121345336105065
312	135051	2	0.034483	M			0.51766	0.495228	-73.0794884539321	-11.671075366158469	-1.442703149445169
5393	135058	1	0.0	M	172	70.0	0.58229	0.7264	-44.015454956314215	51.279641893216855	38.183901248911326
8576	135059	12	0.37931	M	169	67.0	0.400349	0.193291	-58.37190749081622	30.687825679749924	23.95155969222679
4557	135060	1	0.0	F	168	56.0	0.684717	0.616224	-63.482205891349544	15.080497676336641	49.675084439345525
11733	135061	1	0.0	F			0.304718	0.209964	30.198673227612304	-12.609111605341093	-72.74270977407258
7630	135064	4	0.103448	F	160	50.0	0.314428	0.273053	28.744995247343713	-11.679220562323435	-71.04861226201395
10870	135065	1	0.0	M	177	73.0	0.784952	0.700547	26.262008665239755	-11.629174794863783	-70.95545880604521
14519	135066	7	0.206897	F	164	57.0	0.366237	0.894175	28.595882646605673	-9.128966652377681	-66.26250103586563
14520	135067	5	0.137931	F	169	53.0	0.364069	0.880327	27.709828644684308	-10.631949185713161	-72.6108405058101
6898	135068	1	0.0	M			0.70855	0.687916	30.968328900737127	-10.235913096077534	-69.23766890239557
10871	135071	4	0.103448	M	182	80.0	0.200345	0.691742	17.362273643463464	6.981643826564696	-56.559405768501726
17394	135083	1	0.0	M	178	81.0	0.711545	0.881658	-18.067111774531348	53.303116672953685	-16.544162891245065
11734	135085	1	0.0	M	182	88.0	0.188861	0.325198	61.33593054866931	-53.38719594472596	-21.803046803021946
1478	135087	1	0.0	M			0.526334	0.429174	61.14986321407169	-52.976571581937236	-19.59037716223606
18949	135093	3	0.068966	M	173	60.0	0.250977	0.888363	15.561609731692068	15.936766066562035	-24.50326158651717
6899	135096	4	0.103448	M			0.715508	0.342656	57.22951059812936	-44.02458923662479	48.34127635660949
7631	135097	7	0.206897	M	185	77.0	0.741076	0.333387	-24.882534878433297	32.01229936581417	15.022793370119413
18950	135106	3	0.068966	F	172	67.0	0.509238	0.970327	-47.41106333744153	60.806866835704206	43.23688784607369
15967	135115	1	0.0	M	170	84.0	0.746762	0.842636	-39.79171432172076	76.94216926711567	33.918488328216924
15968	135128	1	0.0	M	173	63.0	0.903375	0.624389	-47.10698938450131	77.55507627336057	30.80243331249199
5394	135140	5	0.137931	M	180	79.0	0.443566	0.261386	-41.836891644698426	67.23944957659825	58.40038773805694
18951	135151	2	0.034483	M	177	77.0	0.337522	0.092022	-43.37861005148574	65.3628236183866	65.61280179420879
8577	135152	6	0.172414	M	170	60.0	0.449618	0.226667	-30.374519625967526	51.9100305052113	28.98613791930845
15969	135157	1	0.0	M	188	84.0	0.322927	0.136001	-21.49378651020348	66.27070573704728	-14.514013099148087
18952	135159	1	0.0	F	158		0.938137	0.643353	55.344427929589884	-29.311435442415277	13.476367108254458
17395	135163	11	0.344828	F	160	52.0	0.03782	0.562314	-15.454132581874836	38.74041868659086	19.97199717281426
17396	135166	2	0.034483	M	187	68.0	0.252067	0.867361	-62.57788670771052	19.834788332244102	51.63823505730282
14521	135168	1	0.0	M	182		0.872251	0.648445	-62.04099506168596	21.1807130649235	60.244425561427555
9559	135170	1	0.0	M	176	82.0	0.74857	0.725436	87.80136887844267	-18.021033766868555	73.82340400046404
3259	135171	2	0.034483	M			0.64952	0.641685	85.42481836055333	-18.068699745393374	71.99461441887175
1479	135172	1	0.0	M			0.421619	0.4972	85.42481836055332	-18.068699745393374	71.99461441887173
15970	135185	2	0.034483	F	177	69.0	0.086247	0.578232	-79.42309968137164	-25.734201846208997	3.6510901097374155
706	135193	1	0.0	M			0.493363	0.552782	-79.70160891595458	-24.657891196651725	7.180286688604324
707	135194	1	0.0	M			0.528575	0.48078	-78.64490375297416	-23.10247094489975	7.360206428046119
18953	135195	4	0.103448	F	160	57.0	0.13692	0.799553	-12.915207145908669	39.04156261128406	-19.783324997150732
11735	135196	7	0.206897	M	181	88.0	0.55226	0.91267	-46.09794641857321	56.181553045926606	46.98893658283363
10872	135199	7	0.206897	M	168	75.0	0.725451	0.253877	-35.489756598412626	-26.9311253005672	11.912995123244157
9560	135200	4	0.103448	M	168	75.0	0.333101	0.800413	45.415335762921245	-23.769011167098995	-0.7027297233427845
18954	135201	2	0.034483	M	165	57.0	0.277854	0.898315	54.392082435523434	-39.91965142817953	-21.421102505238956
4558	135206	1	0.0	M			0.29577	0.588728	55.98842798934281	-39.47327758149719	-17.83684067825886
5395	135211	1	0.0	M	178	68.0	0.727271	0.570043	53.611877471453454	-39.52094356002201	-19.665630259851152
4559	135212	2	0.034483	M	178	82.0	0.58143	0.311255	32.67587067089153	18.455893387965173	-29.002307850017957
11736	135215	4	0.103448	M	178	98.0	0.636453	0.168103	11.501258970667475	62.569466965612406	-57.1306390644729
17397	135216	2	0.034483	F	162	65.0	0.592601	0.951928	86.48307502937922	-67.31553136480795	50.00631270170831
3260	135217	1	0.0	M			0.635374	0.626017	87.55219810917498	-66.91913001509062	63.948269467415685
13125	135233	6	0.172414	M	180	65.0	0.283615	0.82883	0.7961101351723224	31.663368787742638	38.60016449614724
2091	135237	1	0.0	M			0.58434	0.621176	85.79134810500918	-48.89849500869503	38.017177835079565
18955	135255	1	0.0	F	170	73.0	0.609433	0.948944	88.16789862289852	-48.85082903017021	39.84596741667186
14522	135263	7	0.206897	M	184	75.0	0.862275	0.317554	-26.4002764092592	-5.155979007677925	-12.675746874376728
6900	135290	3	0.068966	F	157	69.0	0.497187	0.799435	-62.34288146803109	24.93078471739484	46.390468895627485
15971	135293	16	0.517241	M	175	80.0	0.081311	0.389187	6.240519075563937	-15.32379492734447	24.686986905917678
3261	135296	1	0.0	M	180	78.0	0.549714	0.335716	-76.15600155179727	-45.13995048445936	47.70117286455178
5396	135300	3	0.068966	F	170	69.0	0.351943	0.331022	-77.87341579421974	-44.71269408055156	48.28762113358396
4560	135309	1	0.0	M	174	72.0	0.632488	0.681651	-82.28300135563313	-44.50321048895205	45.49951263962299
13126	135315	2	0.034483	M	193	115.0	0.594244	0.137423	-76.44838415209789	-44.07344742916315	51.59479171421832
18956	135334	7	0.206897	M	180	85.0	0.049427	0.36268	39.22750910898812	-39.57217801599881	5.215080415125896
13127	135343	9	0.275862	M	189	102.0	0.645894	0.203479	-35.14658235546207	-41.646709197854726	39.83122542134749
10873	135355	1	0.0	M	186	91.0	0.73692	0.761665	24.387940408537872	-2.7967672686546945	-32.183742668321216
14523	135359	2	0.034483	M	188	81.0	0.805676	0.275042	46.92713587663775	-30.826452116108634	-12.55926671681553
11737	135360	13	0.413793	F	161	52.0	0.51168	0.118811	-52.635437142982816	-26.902879374038953	-3.5229393393841804
17398	135365	2	0.034483	M	171	74.0	0.737941	0.880058	-29.34400464247888	39.17017197825709	13.44424969382535
1480	135374	1	0.0	M			0.542022	0.570347	-15.57071874948484	2.90554987713311	1.5458641783235767
1481	135375	1	0.0	M			0.549643	0.574409	-15.75649020042573	3.5463612926089247	3.8636298779535014
3745	135376	1	0.0	M			0.316793	0.599234	12.799402078489365	40.94674932109403	-61.01950555633468
10874	135381	4	0.103448	F	175	65.0	0.145949	0.559478	-11.986346349776442	38.879236646172046	-19.135466795444774
2092	135383	2	0.034483	F			0.400557	0.404947	-46.55802675282523	-4.970799439576226	-63.43111820859845
7632	135385	2	0.034483	M	178	72.0	0.349053	0.767259	26.09133172987322	24.965711417786455	3.607802693167926
14524	135400	2	0.034483	F	168	60.0	0.824495	0.748871	-2.1470713272731974	63.15959526661314	-16.955144867289754
10875	135428	3	0.068966	M	172	64.0	0.307246	0.794461	34.52007819107239	-12.406612256585545	-31.169350077430195
15972	135439	2	0.034483	M	179	70.0	0.335292	0.133913	19.035827432659865	-2.64499716700176	1.855591658848418
13128	135443	4	0.103448	M	168	60.0	0.802159	0.276223	12.810868500122629	37.034178008597664	-28.247943040177844
6901	135446	2	0.034483	M			0.342814	0.72586	-28.3221987341019	-20.811078306733158	-54.74300323251691
9561	135447	8	0.241379	M	179	60.0	0.313308	0.79294	-27.810181578750043	28.993568993700464	-26.785257457539608
13129	135448	1	0.0	F	176	63.0	0.217969	0.757028	-15.64830530338677	85.20730181548797	4.743512341851024
3262	135454	3	0.068966	F			0.394348	0.366851	-94.37354764913238	-72.85622783817469	-16.854355190269168
7633	135457	1	0.0	M			0.712834	0.708354	14.220665644018666	5.284421989008244	18.78497052943304
4561	135460	1	0.0	M	176	75.0	0.613552	0.69564	13.849344654879445	6.738685109475192	23.499323972825923
6082	135462	7	0.206897	F	173	66.0	0.328198	0.307048	-38.5933966724482	32.25319787994165	19.271029675536195
2093	135463	1	0.0	M			0.412581	0.614139	-62.59724002617217	3.4394502877028987	35.976603297893156
10876	135464	9	0.275862	F	167	64.0	0.272836	0.232755	46.13451432772286	-21.376263356952077	-21.79582794133894
8578	135465	8	0.241379	M	183	83.0	0.199849	0.399036	23.32527564551323	-20.74083501286502	-14.801108147470883
2094	135466	2	0.034483	M			0.608153	0.426324	-84.8845909740856	-54.88943561430419	-1.8915763423950027
15973	135467	4	0.103448	M	185	94.0	0.103817	0.385821	-47.951950620311266	23.675016058766694	7.837343259884741
3263	135468	1	0.0	M			0.665222	0.439665	-63.03538302552052	14.513572211841705	42.17774072322441
6902	135469	1	0.0	M	177	76.0	0.641578	0.737624	11.483412535915672	6.60105178235718	4.276284493323605
13130	135470	2	0.034483	F	157	55.0	0.208643	0.767533	11.112081183374451	8.453988720893852	6.404467080540638
11738	135483	1	0.0	M			0.672782	0.817101	11.00366811001912	7.071110844936076	9.922777726333344
17399	135485	8	0.241379	M	189	90.0	0.100843	0.339591	-10.858856439579592	-10.446357445677922	-13.139626928955
14525	135492	6	0.172414	F	172	72.0	0.250654	0.188899	36.31031945811274	-36.36166854298691	-35.90193488265284
8579	135495	2	0.034483	M	172	78.0	0.221282	0.64283	33.002624304379765	-1.3279067115600576	-18.829501615918257
17400	135496	1	0.0	F	176	62.0	0.540996	0.081442	-2.926572968487612	82.54919023202616	-24.738502046174197
17401	135500	7	0.206897	M	185	87.0	0.07477	0.354508	9.166470629140269	8.88619974371036	-29.07880394174787
11739	135509	2	0.034483	M	187	84.0	0.424914	0.16288	6.887997812934307	55.58742830479036	-29.32143372354878
14526	135512	4	0.103448	M	186	73.0	0.383889	0.135614	-4.444077612885229	59.68010542301654	-20.02028593238006
13131	135538	2	0.034483	M	183	84.0	0.749178	0.798264	-62.67846062601712	19.82216255313156	55.22815935395401
6083	135540	2	0.034483	M	174	68.0	0.257534	0.432273	-22.70795218053842	0.3868159677070504	7.818948968772844
